Monday ID,File Name,S3 - public bucket,Vimeo link
711368372,Manna_from_heaven;_dessert_from_a_drone,https://s3-eu-west-1.amazonaws.com/ws20-output/711368372_Manna_from_heaven;_dessert_from_a_drone.mp4,https://vimeo.com/487287822/dc111ef472
710336466,Seeing_the_world_through_a_new_lens,https://s3-eu-west-1.amazonaws.com/ws20-output/710336466_Seeing_the_world_through_a_new_lens.mp4,https://vimeo.com/487010032/78ccaf5235710336466
724967641,Data_and_digitisation_in_healthcare,https://s3-eu-west-1.amazonaws.com/ws20-output/724967641_Data_and_digitisation_in_healthcare.mp4,https://vimeo.com/488688982/1c3aace84a
710799278,Were_the_US_elections_safe?,https://s3-eu-west-1.amazonaws.com/ws20-output/710799278_Were_the_US_elections_safe?.mp4,https://vimeo.com/488908569/c2b5b38a29
710336457,Ted_talks,https://s3-eu-west-1.amazonaws.com/ws20-output/710336457_Ted_talks.mp4,https://vimeo.com/486985128/6e1fe63e81710336457
741087635,Cape_Verde:_Bridging_the_digital_divide,https://s3-eu-west-1.amazonaws.com/ws20-output/741087635_Cape_Verde:_Bridging_the_digital_divide.mp4,https://vimeo.com/488739122/98b148bc0a
710791450,From_footprint_to_fingerprint,https://s3-eu-west-1.amazonaws.com/ws20-output/710791450_From_footprint_to_fingerprint.mp4,https://vimeo.com/488541414/91522756ed
712266990,Unlocking_human_potential_with_AI,https://s3-eu-west-1.amazonaws.com/ws20-output/712266990_Unlocking_human_potential_with_AI.mp4,https://vimeo.com/488850637/6e14c32290
710653464,A_message_from_the_Spanish_prime_minister,https://s3-eu-west-1.amazonaws.com/ws20-output/710653464_A_message_from_the_Spanish_prime_minister.mp4,https://vimeo.com/487008071/6dd5df2e35710653464
710653441,The_cashless_era:_In_conversation_with_Dan_Schulman,https://s3-eu-west-1.amazonaws.com/ws20-output/710653441_The_cashless_era:_In_conversation_with_Dan_Schulman.mp4,https://vimeo.com/487028350/8dc15d0398710653441
710234897,From_gaming_to_mainstream,https://s3-eu-west-1.amazonaws.com/ws20-output/710234897_From_gaming_to_mainstream.mp4,https://vimeo.com/487203477/1f0113a884710234897
741093100,Handling_the_Covid-19_crisis,https://s3-eu-west-1.amazonaws.com/ws20-output/741093100_Handling_the_Covid-19_crisis.mp4,https://vimeo.com/488494504/d4efb1fada
710336446,Skin_school:_Education_in_a_digital_world,https://s3-eu-west-1.amazonaws.com/ws20-output/710336446_Skin_school:_Education_in_a_digital_world.mp4,https://vimeo.com/487000371/281d2be050710336446
710797548,Reporting_a_'truth_emergency',https://s3-eu-west-1.amazonaws.com/ws20-output/710797548_Reporting_a_'truth_emergency'.mp4,https://vimeo.com/488882311/d08234b5e2
710235343,Using_data_to_deliver_on_diversity,https://s3-eu-west-1.amazonaws.com/ws20-output/710235343_Using_data_to_deliver_on_diversity.mp4,https://vimeo.com/488695418/61ec9f99ac
712266975,Essential_startup_advice_during_a_pandemic,https://s3-eu-west-1.amazonaws.com/ws20-output/712266975_Essential_startup_advice_during_a_pandemic.mp4,https://vimeo.com/488890513/a50bff38b7
710235196,Technology:_The_key_to_making_us_more_human,https://s3-eu-west-1.amazonaws.com/ws20-output/710235196_Technology:_The_key_to_making_us_more_human.mp4,https://vimeo.com/486832442/8051322163
